InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country 
547383,22452,MEASURING TAPE BABUSHKA PINK,6,3/22/2011 15:42,2.95,12613,Germany
553741,21843,RED RETROSPOT CAKE STAND,6,5/19/2011 9:37,10.95,12520,Germany
565765,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,9/6/2011 14:19,0.42,12526,Germany
549118,22548,HEADS AND TAILS SPORTING FUN,12,4/6/2011 13:18,1.25,14911,EIRE
574740,22727,ALARM CLOCK BAKELIKE RED ,8,11/6/2011 16:07,3.75,12357,Switzerland
560283,23035,DRAWER KNOB CERAMIC IVORY,6,7/18/2011 8:32,1.45,,EIRE
563076,22029,SPACEBOY BIRTHDAY CARD,72,8/11/2011 16:12,0.36,14646,Netherlands
576607,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,11/15/2011 15:42,2.49,12474,Germany
566179,20712,JUMBO BAG WOODLAND ANIMALS,4,9/9/2011 12:42,2.08,,Israel
551054,22583,PACK OF 6 HANDBAG GIFT BOXES,6,4/26/2011 11:44,2.55,12429,Austria
568040,21544,SKULLS  WATER TRANSFER TATTOOS ,12,9/23/2011 12:09,0.85,12681,France
542303,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,1/27/2011 11:05,2.55,12539,Spain
547703,21137,BLACK RECORD COVER FRAME,8,3/24/2011 17:10,3.75,12540,Spain
575707,22900,SET 2 TEA TOWELS I LOVE LONDON ,6,11/10/2011 17:16,3.25,12538,Spain
571129,23510,MINI PLAYING CARDS GYMKHANA,20,10/14/2011 10:03,0.42,14156,EIRE
552631,22492,MINI PAINT SET VINTAGE ,36,5/10/2011 12:55,0.65,12684,France
571477,21288,STRIPEY CHOCOLATE NESTING BOXES,12,10/17/2011 14:54,2.95,12794,Portugal
577178,21500,PINK POLKADOT WRAP ,25,11/18/2011 11:10,0.42,12618,Italy
544203,20699,MOUSEY LONG LEGS SOFT TOY,6,2/17/2011 10:30,2.55,12362,Belgium
556917,23207,LUNCH BAG ALPHABET DESIGN,100,6/15/2011 13:37,1.45,12415,Australia
571697,22898,CHILDRENS APRON APPLES DESIGN,8,10/18/2011 14:49,1.95,12759,Netherlands
539446,21426,WOODLAND STORAGE BOX SMALL,6,12/17/2010 15:58,2.1,12705,Germany
575629,21988,PACK OF 6 SKULL PAPER PLATES,12,11/10/2011 13:34,0.85,12599,France
578472,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,11/24/2011 12:40,4.95,12476,Germany
577474,22065,CHRISTMAS PUDDING TRINKET POT ,48,11/20/2011 11:30,0.39,12778,Netherlands
549316,22355,CHARLOTTE BAG SUKI DESIGN,20,4/8/2011 9:54,0.85,12705,Germany
542887,20713,JUMBO BAG OWLS,10,2/1/2011 13:10,1.95,12373,Austria
562560,23202,JUMBO BAG VINTAGE LEAF,3,8/5/2011 17:12,2.08,14156,EIRE
536858,20677,PINK POLKADOT BOWL,16,12/3/2010 10:36,1.25,13520,Switzerland
572061,22332,SKULLS PARTY BAG + STICKER SET,8,10/20/2011 12:53,1.65,12474,Germany
564654,21098,CHRISTMAS TOILET ROLL,12,8/26/2011 14:29,1.25,14911,EIRE
560245,22494,EMERGENCY FIRST AID TIN ,1,7/17/2011 12:15,1.25,,Switzerland
542713,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,1/31/2011 13:27,3.75,12668,Germany
581006,23244,ROUND STORAGE TIN VINTAGE LEAF,6,12/7/2011 8:45,1.95,14911,EIRE
565865,20682,RED RETROSPOT CHILDRENS UMBRELLA,12,9/7/2011 15:07,3.25,12637,France
565927,21905,MORE BUTTER METAL SIGN ,12,9/8/2011 10:08,0.79,,EIRE
572680,51008,AFGHAN SLIPPER SOCK PAIR,3,10/25/2011 13:48,3.45,,Portugal
579529,10135,COLOURING PENCILS BROWN TUBE,10,11/30/2011 8:50,1.25,12488,France
552038,21154,RED RETROSPOT OVEN GLOVE ,48,5/6/2011 8:08,1.25,14156,EIRE
577476,22745,POPPY'S PLAYHOUSE BEDROOM ,12,11/20/2011 11:31,2.1,12540,Spain
553547,22908,PACK OF 20 NAPKINS RED APPLES,24,5/17/2011 15:48,0.85,12474,Germany
561661,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,7/28/2011 16:21,2.55,12743,Unspecified
573173,23319,BOX OF 6 MINI 50'S CRACKERS,12,10/28/2011 10:10,2.49,12362,Belgium
555477,23126,FELTCRAFT GIRL AMELIE KIT,4,6/3/2011 12:26,4.95,12359,Cyprus
562035,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,18,8/2/2011 9:29,2.95,12627,Germany
557466,23165,LARGE CERAMIC TOP STORAGE JAR,12,6/20/2011 13:08,1.65,13815,Germany
549953,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,4/13/2011 13:15,0.29,12766,Portugal
569721,22815,CARD PSYCHEDELIC APPLES,12,10/6/2011 9:28,0.42,12628,Germany
559680,23263,SET OF 3 WOODEN HEART DECORATIONS,24,7/11/2011 14:47,1.25,12717,Greece
569563,21914,BLUE HARMONICA IN BOX ,12,10/5/2011 9:46,1.25,12481,Germany
547897,22548,HEADS AND TAILS SPORTING FUN,12,3/28/2011 11:36,1.25,12792,Portugal
572236,23512,EMBROIDERED RIBBON REEL ROSIE,3,10/21/2011 14:42,2.08,14646,Netherlands
552883,23206,LUNCH BAG APPLE DESIGN,100,5/12/2011 10:13,1.45,14646,Netherlands
539050,22093,MOTORING TISSUE BOX,1,12/15/2010 16:21,1.25,12577,France
569650,23513,EMBROIDERED RIBBON REEL SUSIE ,144,10/5/2011 12:44,1.79,12415,Australia
579503,21931,JUMBO STORAGE BAG SUKI,1,11/29/2011 16:23,2.08,17097,Spain
563613,22631,CIRCUS PARADE LUNCH BOX ,12,8/18/2011 8:49,1.95,12688,Israel
542106,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",24,1/25/2011 13:37,4.25,12709,Germany
567793,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,9/22/2011 11:40,0.65,12657,France
541711,22029,SPACEBOY BIRTHDAY CARD,144,1/21/2011 11:18,0.36,14646,Netherlands
555739,22362,GLASS JAR PEACOCK BATH SALTS,6,6/7/2011 9:49,2.95,12380,Belgium
579393,23552,BICYCLE PUNCTURE REPAIR KIT ,6,11/29/2011 12:07,2.08,12627,Germany
552883,21088,SET/6 FRUIT SALAD PAPER CUPS,216,5/12/2011 10:13,0.19,14646,Netherlands
553208,23010,CIRCUS PARADE BABY GIFT SET,6,5/16/2011 9:10,14.95,12674,France
552978,21155,RED RETROSPOT PEG BAG,48,5/12/2011 14:46,2.55,12590,Germany
571559,20728,LUNCH BAG CARS BLUE,20,10/18/2011 9:32,1.65,14911,EIRE
571425,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,10/17/2011 12:41,1.45,14911,EIRE
566059,22624,IVORY KITCHEN SCALES,4,9/8/2011 15:22,8.5,12569,Germany
562032,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,8/2/2011 8:48,0.55,12347,Iceland
545072,22216,T-LIGHT HOLDER WHITE LACE,24,2/28/2011 8:43,0.85,12781,Czech Republic
570640,23010,CIRCUS PARADE BABY GIFT SET,1,10/11/2011 12:38,16.95,12474,Germany
562960,21993,FLORAL FOLK STATIONERY SET,12,8/11/2011 10:22,1.25,14911,EIRE
557939,22930,BAKING MOULD HEART MILK CHOCOLATE,6,6/23/2011 15:44,2.55,12697,Sweden
577039,22697,GREEN REGENCY TEACUP AND SAUCER,6,11/17/2011 13:30,2.95,12539,Spain
575871,22841,ROUND CAKE TIN VINTAGE GREEN,2,11/11/2011 12:52,7.95,14911,EIRE
547882,35911A,MULTICOLOUR RABBIT EGG WARMER,12,3/28/2011 7:53,0.85,14911,EIRE
579692,23004,TRAVEL CARD WALLET PANTRY,48,11/30/2011 14:05,0.42,12433,Norway
552826,23109,LED TEA LIGHTS,24,5/11/2011 13:20,2.89,14277,France
567968,22505,MEMO BOARD COTTAGE DESIGN,4,9/23/2011 9:44,4.95,12546,Spain
550899,21244,BLUE POLKADOT PLATE ,8,4/21/2011 12:07,1.69,13505,Switzerland
540642,21877,HOME SWEET HOME MUG,12,1/10/2011 13:22,1.25,12681,France
565927,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,9/8/2011 10:08,3.25,,EIRE
572896,21090,SET/6 COLLAGE PAPER PLATES,12,10/26/2011 14:41,0.39,12456,Switzerland
560491,23296,SET OF 6 TEA TIME BAKING CASES,2,7/19/2011 10:51,1.25,12415,Australia
569010,21888,BINGO SET,72,9/30/2011 7:36,3.39,14156,EIRE
567505,23245,SET OF 3 REGENCY CAKE TINS,4,9/20/2011 14:34,4.95,12352,Norway
570964,23355,HOT WATER BOTTLE KEEP CALM,8,10/13/2011 11:50,4.95,12766,Portugal
577850,22694,WICKER STAR ,6,11/22/2011 11:04,2.1,14911,EIRE
546843,22423,REGENCY CAKESTAND 3 TIER,4,3/17/2011 12:40,12.75,12472,Germany
558262,21481,FAWN BLUE HOT WATER BOTTLE,36,6/28/2011 8:45,2.55,14646,Netherlands
567298,21787,RAIN PONCHO RETROSPOT,24,9/19/2011 12:29,0.85,12497,Germany
557669,23084,RABBIT NIGHT LIGHT,24,6/22/2011 9:43,1.79,12674,France
576910,23110,PARISIENNE KEY CABINET ,16,11/17/2011 9:51,4.95,12477,Germany
572127,23358,HOT STUFF HOT WATER BOTTLE,6,10/21/2011 9:20,3.75,14911,EIRE
574740,21506,"FANCY FONT BIRTHDAY CARD, ",24,11/6/2011 16:07,0.42,12357,Switzerland
562046,85049G,CHOCOLATE BOX RIBBONS ,12,8/2/2011 10:34,1.25,12378,Switzerland
544672,21094,SET/6 RED SPOTTY PAPER PLATES,96,2/22/2011 15:45,0.64,14646,Netherlands
569866,23551,PACK OF 12 PAISLEY PARK TISSUES ,12,10/6/2011 14:50,0.39,12757,Portugal
570839,22427,ENAMEL FLOWER JUG CREAM,3,10/12/2011 14:08,5.95,14911,EIRE
558864,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,7/4/2011 12:38,0.65,,EIRE
571409,21915,RED  HARMONICA IN BOX ,12,10/17/2011 12:25,1.25,14911,EIRE
560901,23203,JUMBO BAG DOILEY PATTERNS,10,7/21/2011 17:39,2.08,12476,Germany
556816,22439,6 ROCKET BALLOONS ,24,6/15/2011 9:01,0.65,12437,France
562034,23241,TREASURE TIN GYMKHANA DESIGN,6,8/2/2011 9:14,2.08,12449,Belgium
558881,22384,LUNCH BAG PINK POLKADOT,10,7/4/2011 14:36,1.65,12705,Germany
543484,21246,RED RETROSPOT BIG BOWL,6,2/9/2011 10:11,4.95,12721,France
578043,23389,SPACEBOY MINI BACKPACK,4,11/22/2011 14:39,4.15,12474,Germany
570875,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,10/12/2011 17:00,0.29,12667,Finland
558628,22232,JIGSAW TOADSTOOLS 3 PIECE,16,6/30/2011 17:59,0.59,12626,Germany
568708,21581,SKULLS  DESIGN  COTTON TOTE BAG,6,9/28/2011 15:41,2.25,12393,Australia
561507,23290,SPACEBOY CHILDRENS BOWL,8,7/27/2011 14:21,1.25,12397,Belgium
547387,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,3/22/2011 16:00,6.35,12539,Spain
566557,22991,GIRAFFE WOODEN RULER,144,9/13/2011 11:47,1.65,14646,Netherlands
569527,15058A,BLUE POLKADOT GARDEN PARASOL,1,10/4/2011 14:53,7.95,12512,Israel
551258,22621,TRADITIONAL KNITTING NANCY,12,4/27/2011 12:02,1.65,12621,Germany
539957,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,12/23/2010 12:58,1.25,12585,Germany
570002,48187,DOORMAT NEW ENGLAND,10,10/7/2011 9:16,7.08,12477,Germany
564558,20979,36 PENCILS TUBE RED RETROSPOT,16,8/26/2011 8:59,1.25,12704,Finland
567526,22467,GUMBALL COAT RACK,72,9/21/2011 9:06,2.1,12435,Denmark
577061,22737,RIBBON REEL CHRISTMAS PRESENT ,10,11/17/2011 14:40,1.65,14911,EIRE
568650,22986,WRAP GINGHAM ROSE ,25,9/28/2011 11:56,0.42,13505,Switzerland
573289,22423,REGENCY CAKESTAND 3 TIER,8,10/28/2011 14:44,12.75,12705,Germany
536532,22961,JAM MAKING SET PRINTED,24,12/1/2010 13:24,1.45,12433,Norway
575510,22622,BOX OF VINTAGE ALPHABET BLOCKS,24,11/10/2011 10:33,9.95,14646,Netherlands
560445,22960,JAM MAKING SET WITH JARS,48,7/19/2011 9:08,3.75,14156,EIRE
554861,22896,PEG BAG APPLES DESIGN,6,5/27/2011 10:29,2.55,12633,Germany
576927,21194,PINK  HONEYCOMB PAPER FAN,12,11/17/2011 11:02,0.65,12567,France
538009,21181,PLEASE ONE PERSON METAL SIGN,12,12/9/2010 12:17,2.1,14911,EIRE
539840,22547,MINI JIGSAW DINOSAUR ,24,12/22/2010 14:28,0.42,12383,Belgium
550137,22467,GUMBALL COAT RACK,12,4/14/2011 13:59,2.55,12477,Germany
554139,35095A,BLUE VICTORIAN FABRIC OVAL BOX,24,5/23/2011 10:34,0.42,14911,EIRE
554363,22968,ROSE COTTAGE KEEPSAKE BOX ,2,5/24/2011 10:19,9.95,12647,Germany
539318,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/16/2010 19:09,0.55,12348,Finland
565928,23025,DRAWER KNOB VINTAGE GLASS BALL,6,9/8/2011 10:09,2.08,,EIRE
559987,23295,SET OF 12 MINI LOAF BAKING CASES,128,7/14/2011 12:12,0.72,12619,Germany
574501,23504,PLAYING CARDS JUBILEE UNION JACK,2,11/4/2011 13:15,1.25,12577,France
564087,20674,GREEN POLKADOT BOWL,16,8/23/2011 9:38,1.25,,Hong Kong
541965,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1/24/2011 13:27,1.65,12625,Germany
570499,22594,CHRISTMAS GINGHAM TREE,12,10/11/2011 9:19,0.85,12772,Portugal
568221,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,9/26/2011 10:05,1.65,14911,EIRE
559907,20723,STRAWBERRY CHARLOTTE BAG,10,7/13/2011 13:37,0.85,12766,Portugal
539337,22489,PACK OF 12 TRADITIONAL CRAYONS,24,12/17/2010 10:46,0.42,,EIRE
562046,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,6,8/2/2011 10:34,3.25,12378,Switzerland
560360,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,18,7/18/2011 11:55,2.95,12744,Singapore
555383,21932,SCANDINAVIAN PAISLEY PICNIC BAG,4,6/2/2011 15:13,1.65,12517,Germany
572127,85231B,CINAMMON SET OF 9 T-LIGHTS,12,10/21/2011 9:20,0.85,14911,EIRE
558417,21833,CAMOUFLAGE LED TORCH,144,6/29/2011 10:50,1.49,14156,EIRE
561094,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,7/25/2011 10:04,1.65,12474,Germany
563076,23256,CHILDRENS CUTLERY SPACEBOY ,72,8/11/2011 16:12,3.75,14646,Netherlands
561798,22939,APRON APPLE DELIGHT,12,7/29/2011 13:39,4.95,14911,EIRE
569870,22356,CHARLOTTE BAG PINK POLKADOT,3,10/6/2011 14:59,0.85,12757,Portugal
571312,21137,BLACK RECORD COVER FRAME,8,10/17/2011 10:42,3.75,12474,Germany
575743,22113,GREY HEART HOT WATER BOTTLE,4,11/11/2011 10:01,4.25,12757,Portugal
550620,22149,FELTCRAFT 6 FLOWER FRIENDS,6,4/19/2011 13:39,2.1,12585,Germany
555477,23171,REGENCY TEA PLATE GREEN ,12,6/3/2011 12:26,1.65,12359,Cyprus
552262,90076,MONTANA DIAMOND CLUSTER EARRINGS,6,5/8/2011 11:37,2.55,14911,EIRE
581578,22992,REVOLVER WOODEN RULER ,12,12/9/2011 12:16,1.95,12713,Germany
548718,22725,ALARM CLOCK BAKELIKE CHOCOLATE,30,4/4/2011 8:50,3.75,14156,EIRE
536532,85152,HAND OVER THE CHOCOLATE   SIGN ,24,12/1/2010 13:24,2.1,12433,Norway
575193,23565,EGG CUP MILKMAID HELGA ,12,11/9/2011 9:34,1.25,12681,France
565442,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,9/4/2011 14:09,0.85,12627,Germany
565748,22839,3 TIER CAKE TIN GREEN AND CREAM,8,9/6/2011 12:38,12.75,14156,EIRE
570672,23005,TRAVEL CARD WALLET I LOVE LONDON,24,10/11/2011 14:52,0.42,12536,France
544355,22614,PACK OF 12 SPACEBOY TISSUES,24,2/18/2011 10:53,0.29,12714,France
550527,22611,VINTAGE UNION JACK SHOPPING BAG,6,4/19/2011 10:48,4.95,12476,Germany
549559,21531,RED RETROSPOT SUGAR JAM BOWL,6,4/10/2011 13:25,2.55,12447,Belgium
564897,22554,PLASTERS IN TIN WOODLAND ANIMALS,60,8/31/2011 11:22,1.65,12678,France
570839,20984,12 PENCILS TALL TUBE POSY,24,10/12/2011 14:08,0.29,14911,EIRE
571053,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,10/13/2011 13:53,4.15,12631,Finland
563914,21680,WOODLAND  STICKERS,12,8/21/2011 13:18,0.85,12518,Germany
542229,22332,SKULLS PARTY BAG + STICKER SET,8,1/26/2011 13:38,1.65,12474,Germany
561870,22300,COFFEE MUG DOG + BALL DESIGN,6,7/31/2011 11:45,2.55,14911,EIRE
547087,22540,MINI JIGSAW CIRCUS PARADE ,48,3/20/2011 15:58,0.42,12726,France
570714,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,10/12/2011 10:20,0.65,13520,Switzerland
578488,22078,RIBBON REEL LACE DESIGN ,5,11/24/2011 12:53,2.1,12784,Portugal
560360,22343,PARTY PIZZA DISH RED RETROSPOT,72,7/18/2011 11:55,0.72,12744,Singapore
570002,20685,DOORMAT RED RETROSPOT,10,10/7/2011 9:16,7.08,12477,Germany
544468,22726,ALARM CLOCK BAKELIKE GREEN,4,2/21/2011 8:33,3.75,,EIRE
548409,21889,WOODEN BOX OF DOMINOES,24,3/31/2011 10:27,1.25,12731,France
577157,23477,WOODLAND LARGE BLUE FELT HEART,12,11/18/2011 9:58,1.25,12451,Switzerland
561658,23202,JUMBO BAG VINTAGE LEAF,1,7/28/2011 16:06,2.08,12743,Unspecified
563098,22729,ALARM CLOCK BAKELIKE ORANGE,12,8/12/2011 9:14,3.75,14911,EIRE
564173,22631,CIRCUS PARADE LUNCH BOX ,12,8/23/2011 14:23,1.95,12567,France
541711,21217,RED RETROSPOT ROUND CAKE TINS,12,1/21/2011 11:18,8.95,14646,Netherlands
558114,23202,JUMBO BAG VINTAGE LEAF,10,6/27/2011 8:49,1.95,14911,EIRE
571187,23310,BUBBLEGUM RING ASSORTED,36,10/14/2011 11:39,0.42,12380,Belgium
558640,21094,SET/6 RED SPOTTY PAPER PLATES,12,7/1/2011 8:58,0.85,14911,EIRE
550178,23159,SET OF 5 PANCAKE DAY MAGNETS,12,4/14/2011 17:25,2.08,12662,Germany
575896,23241,TREASURE TIN GYMKHANA DESIGN,6,11/11/2011 14:52,2.08,12480,Germany
564654,23314,VINTAGE CHRISTMAS TABLECLOTH,2,8/26/2011 14:29,12.5,14911,EIRE
569722,22029,SPACEBOY BIRTHDAY CARD,12,10/6/2011 9:31,0.42,12431,Australia
560590,23244,ROUND STORAGE TIN VINTAGE LEAF,6,7/19/2011 15:55,1.95,12560,Germany
544074,22117,METAL SIGN HER DINNER IS SERVED ,2,2/15/2011 14:49,2.95,14156,EIRE
576064,82482,WOODEN PICTURE FRAME WHITE FINISH,3,11/13/2011 15:37,2.95,12508,France
550137,20754,RETROSPOT RED WASHING UP GLOVES,6,4/14/2011 13:59,2.1,12477,Germany
554147,22303,COFFEE MUG APPLES DESIGN,6,5/23/2011 10:48,2.55,12423,Belgium
554097,23054,RECYCLED ACAPULCO MAT LAVENDER,2,5/22/2011 13:01,8.25,12567,France
571227,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,10/14/2011 13:54,1.45,12477,Germany
543180,22423,REGENCY CAKESTAND 3 TIER,2,2/4/2011 10:38,12.75,12410,Switzerland
565930,22029,SPACEBOY BIRTHDAY CARD,12,9/8/2011 10:32,0.42,12685,France
541965,22744,MAKE YOUR OWN MONSOON CARD KIT,18,1/24/2011 13:27,2.95,12625,Germany
555160,21930,JUMBO STORAGE BAG SKULLS,100,6/1/2011 9:18,1.79,14646,Netherlands
573748,23174,REGENCY SUGAR BOWL GREEN,12,11/1/2011 9:24,4.15,14911,EIRE
580736,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,12/6/2011 8:55,0.85,12716,France
538174,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,12/10/2010 9:35,0.85,12471,Germany
558113,22382,LUNCH BAG SPACEBOY DESIGN ,10,6/27/2011 8:48,1.65,14911,EIRE
567929,21154,RED RETROSPOT OVEN GLOVE ,10,9/22/2011 17:31,1.25,12425,Portugal
570674,35819B,"ACRYLIC HANGING JEWEL,BLUE",12,10/11/2011 14:59,0.38,14911,EIRE
537201,22975,SPACEBOY CHILDRENS EGG CUP,12,12/5/2010 14:19,1.25,12472,Germany
567380,85159B,"WHITE TEA,COFFEE,SUGAR JARS",12,9/20/2011 10:06,1.95,12620,France
573173,48185,DOORMAT FAIRY CAKE,2,10/28/2011 10:10,8.25,12362,Belgium
578273,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,11/23/2011 13:41,0.55,14335,Germany
538008,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,12/9/2010 12:17,1.25,12683,France
539446,21481,FAWN BLUE HOT WATER BOTTLE,12,12/17/2010 15:58,2.95,12705,Germany
567293,23161,REGENCY CAKE FORK,12,9/19/2011 12:01,1.25,12640,France
571670,22132,RED LOVE HEART SHAPE CUP,12,10/18/2011 13:12,0.85,12611,Italy
552883,22383,LUNCH BAG SUKI DESIGN ,100,5/12/2011 10:13,1.45,14646,Netherlands
563848,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,8/19/2011 14:57,1.65,14911,EIRE
578705,21452,TOADSTOOL MONEY BOX,2,11/25/2011 11:12,2.95,12531,Germany
577479,22483,RED GINGHAM TEDDY BEAR ,6,11/20/2011 11:34,2.95,14911,EIRE
543370,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2/7/2011 14:51,3.95,12359,Cyprus
539353,10133,COLOURING PENCILS BROWN TUBE,20,12/17/2010 11:30,0.42,12782,Portugal
556886,15058B,PINK POLKADOT GARDEN PARASOL,2,6/15/2011 12:34,7.95,12624,France
544672,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,144,2/22/2011 15:45,1.25,14646,Netherlands
558881,21401,BLUE PUDDING SPOON,24,7/4/2011 14:36,0.12,12705,Germany
559557,21179,NO JUNK MAIL METAL SIGN,24,7/11/2011 10:33,0.39,17444,Canada
562789,22386,JUMBO BAG PINK POLKADOT,10,8/9/2011 13:50,2.08,14646,Netherlands
571905,22767,TRIPLE PHOTO FRAME CORNICE ,4,10/19/2011 14:51,9.95,12370,Cyprus
574694,21481,FAWN BLUE HOT WATER BOTTLE,4,11/6/2011 13:36,3.75,12381,Norway
545227,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,3/1/2011 9:35,2.95,12428,Finland
569332,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,10/3/2011 13:46,4.95,12637,France
549316,22025,RING OF ROSES BIRTHDAY CARD,12,4/8/2011 9:54,0.42,12705,Germany
581098,22690,DOORMAT HOME SWEET HOME BLUE ,10,12/7/2011 11:42,7.08,14911,EIRE
573748,23171,REGENCY TEA PLATE GREEN ,12,11/1/2011 9:24,1.65,14911,EIRE
567657,22625,RED KITCHEN SCALES,2,9/21/2011 14:43,8.5,12523,France
546479,20726,LUNCH BAG WOODLAND,10,3/14/2011 11:38,1.65,12682,France
541631,22555,PLASTERS IN TIN STRONGMAN,12,1/20/2011 10:48,1.65,12637,France
538002,21591,COSY HOUR CIGAR BOX MATCHES ,24,12/9/2010 11:48,1.25,14932,Channel Islands
564367,21683,MEDIUM MEDINA STAMPED METAL BOWL ,6,8/25/2011 9:18,2.95,12712,Germany
557322,10135,COLOURING PENCILS BROWN TUBE,20,6/20/2011 9:04,1.25,17444,Canada
558388,20982,12 PENCILS TALL TUBE SKULLS,12,6/29/2011 10:00,0.85,,EIRE
542269,22968,ROSE COTTAGE KEEPSAKE BOX ,2,1/27/2011 9:33,9.95,14442,Channel Islands
569866,23469,CARD HOLDER LOVE BIRD SMALL,1,10/6/2011 14:50,4.15,12757,Portugal
563076,22037,ROBOT BIRTHDAY CARD,72,8/11/2011 16:12,0.36,14646,Netherlands
573581,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,10/31/2011 14:22,0.55,14911,EIRE
575486,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,11/9/2011 17:07,4.25,14911,EIRE
541567,22301,COFFEE MUG CAT + BIRD DESIGN,12,1/19/2011 11:51,2.55,12681,France
565440,23298,SPOTTY BUNTING,3,9/4/2011 14:06,4.95,12709,Germany
540546,21889,WOODEN BOX OF DOMINOES,12,1/9/2011 15:56,1.25,12766,Portugal
571724,22583,PACK OF 6 HANDBAG GIFT BOXES,6,10/19/2011 8:20,2.55,12572,Germany
544115,21094,SET/6 RED SPOTTY PAPER PLATES,12,2/16/2011 11:45,0.85,12727,France
573430,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,10/31/2011 10:38,1.65,13813,Germany
546660,22912,YELLOW COAT RACK PARIS FASHION,6,3/15/2011 14:32,4.95,14156,EIRE
560451,22625,RED KITCHEN SCALES,2,7/19/2011 9:50,8.5,14911,EIRE
578811,22489,PACK OF 12 TRADITIONAL CRAYONS,24,11/25/2011 13:28,0.42,12438,Norway
574550,22737,RIBBON REEL CHRISTMAS PRESENT ,5,11/4/2011 15:18,1.65,12484,Spain
581182,21166,COOK WITH WINE METAL SIGN ,12,12/7/2011 15:56,2.08,12783,Portugal
565765,22138,BAKING SET 9 PIECE RETROSPOT ,3,9/6/2011 14:19,4.95,12526,Germany
570409,23209,LUNCH BAG VINTAGE DOILY ,10,10/10/2011 13:03,1.65,12682,France
561658,35968,FOLK ART METAL HEART T-LIGHT HOLDER,5,7/28/2011 16:06,0.38,12743,Unspecified
547387,22972,CHILDREN'S SPACEBOY MUG,12,3/22/2011 16:00,1.65,12539,Spain
576899,23175,REGENCY MILK JUG PINK ,4,11/17/2011 8:49,3.25,14911,EIRE
554699,23084,RABBIT NIGHT LIGHT,6,5/26/2011 9:17,2.08,12613,Germany
576327,23534,WALL ART STOP FOR TEA ,4,11/14/2011 15:19,5.95,12476,Germany
569018,23508,MINI PLAYING CARDS DOLLY GIRL ,20,9/30/2011 9:25,0.42,12676,Sweden
559441,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,7/8/2011 12:22,8.5,12583,France
537218,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,16,12/5/2010 15:46,3.75,12763,Japan
567640,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,9/21/2011 14:08,1.95,12604,France
538009,22804,CANDLEHOLDER PINK HANGING HEART,18,12/9/2010 12:17,2.95,14911,EIRE
571201,20969,RED FLORAL FELTCRAFT SHOULDER BAG,12,10/14/2011 12:28,3.39,14937,Channel Islands
564856,22193,RED DINER WALL CLOCK,2,8/31/2011 9:11,8.5,12477,Germany
555095,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,5/31/2011 13:32,2.1,12540,Spain
563502,23216,LAUREL HEART ANTIQUE GOLD,12,8/17/2011 8:50,1.25,12722,France
537378,22082,RIBBON REEL STRIPES DESIGN ,20,12/6/2010 13:06,1.65,14911,EIRE
