goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
1,Montral,QC,45.4995962,-73.5760738,3,39,55,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,TRUE,,
1,Charlotte,NC,35.226008,-80.846744,4.5,24,114,TRUE,full_bar,average,casual,1,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Glendale,AZ,33.6391577,-112.1851104,2.5,21,81,TRUE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,TRUE,
1,Mesa,AZ,33.375057,-111.687177,4,10,5,FALSE,none,,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Phoenix,AZ,33.406857,-111.994824,2.5,4,78,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Avondale,AZ,33.492888,-112.2858577,4,13,25,TRUE,none,quiet,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Mesa,AZ,33.468577,-111.703265,3.5,60,120,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
0,Charlotte,NC,35.144613,-80.930483,3.5,3,19,TRUE,none,,,2,,,,,,
1,Scottsdale,AZ,33.493298,-111.934032,3.5,113,161,FALSE,full_bar,quiet,casual,2,FALSE,TRUE,,TRUE,FALSE,FALSE
0,Montreal,QC,45.5153729,-73.5587674,3,16,12,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.1173156,-115.1763486,4.5,50,100,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,35.34807,-80.843388,4.5,8,44,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.09856051,-115.1751852,4.5,11,37,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Pineville,NC,35.0912719,-80.8857699,2.5,3,9,TRUE,none,,casual,1,FALSE,,,FALSE,FALSE,
1,Charlotte,NC,35.138139,-80.935394,3.5,11,62,FALSE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Fitchburg,WI,43.025315,-89.414141,4,6,17,TRUE,none,,,2,,,,TRUE,,
0,Edinburgh,EDH,55.9577633,-3.2077731,4.5,14,3,TRUE,none,,,2,,,,,,
0,Charlotte,NC,35.175759,-80.875254,3,8,101,TRUE,none,,,2,,,,,,
0,Phoenix,AZ,33.5250871,-112.0649769,4.5,24,96,TRUE,none,,,2,,,,,,
0,Matthews,NC,35.1207541,-80.7282751,3.5,7,22,TRUE,none,,,1,,,,,,
0,Phoenix,AZ,33.320748,-111.991549,3.5,3,9,TRUE,none,,casual,2,TRUE,,,,,
0,Gilbert,AZ,33.2655002,-111.6878896,3.5,9,48,TRUE,none,,,2,,,,,,
1,Glendale,AZ,33.551799,-112.261029,3.5,4,16,TRUE,none,,casual,,FALSE,,,,,
1,Las Vegas,NV,36.1975038,-115.2061081,4,7,6,TRUE,none,,casual,1,FALSE,,,FALSE,FALSE,
1,Las Vegas,NV,36.238856,-115.180591,2.5,23,123,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Gilbert,AZ,33.322545,-111.7571357,4,101,154,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
0,Charlotte,NC,35.21910065,-80.81379956,5,4,6,TRUE,none,,,2,TRUE,TRUE,,,TRUE,
0,Edinburgh,EDH,55.9536746,-3.1905995,3.5,9,7,TRUE,none,,,1,,,,FALSE,,
1,Goodyear,AZ,33.4638732,-112.3747615,3.5,48,189,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Montreal,QC,45.5057149,-73.5530179,4,13,15,TRUE,none,quiet,casual,2,FALSE,,,TRUE,,
1,Pittsburgh,PA,40.4389554,-79.9993319,4.5,18,8,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,FALSE,
0,Las Vegas,NV,36.1592495,-115.2248734,4,6,13,TRUE,none,,,1,,,,,,
1,Montral,QC,45.5166687,-73.5788358,4.5,7,13,TRUE,full_bar,very_loud,,3,,,,FALSE,,
1,Montral,QC,45.51093178,-73.55259665,4,9,6,TRUE,full_bar,,casual,,FALSE,FALSE,,TRUE,FALSE,
1,Montreal,QC,45.5016565,-73.5740876,3.5,25,36,TRUE,full_bar,average,dressy,3,FALSE,,,FALSE,,
1,Tempe,AZ,33.406366,-111.962409,2.5,7,29,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Cave Creek,AZ,33.8329417,-111.9412843,3.5,12,18,TRUE,beer_and_wine,average,casual,1,TRUE,,,FALSE,TRUE,
1,Laveen,AZ,33.30940585,-112.1570146,3,25,33,TRUE,full_bar,average,casual,3,FALSE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,35.10170884,-80.98643982,4.5,9,15,TRUE,none,average,casual,1,FALSE,,,TRUE,TRUE,
1,Charlotte,NC,35.317215,-80.739129,2.5,9,8,TRUE,full_bar,very_loud,casual,1,TRUE,TRUE,outdoor,TRUE,,
1,Montral,QC,45.4743458,-73.5872095,3.5,9,12,TRUE,full_bar,average,dressy,3,TRUE,FALSE,,FALSE,,
1,Phoenix,AZ,33.6379062,-112.0626763,3,36,54,FALSE,full_bar,average,casual,2,FALSE,,no,TRUE,TRUE,
1,North Las Vegas,NV,36.260539,-115.154596,5,4,23,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Phoenix,AZ,33.6411554,-112.1176137,4,12,57,TRUE,full_bar,loud,,1,,,outdoor,FALSE,,
1,Scottsdale,AZ,33.477326,-111.902708,3.5,3,75,FALSE,full_bar,very_loud,,1,,,outdoor,TRUE,,
1,Charlotte,NC,35.19747,-80.868984,3,23,60,FALSE,full_bar,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Montreal,QC,45.5080923,-73.5598433,5,4,3,TRUE,beer_and_wine,,casual,2,,,,,,
1,Las Vegas,NV,36.1374016,-115.1615956,3,37,76,TRUE,beer_and_wine,very_loud,casual,2,TRUE,TRUE,,FALSE,FALSE,
1,Henderson,NV,36.06507122,-115.0432097,3.5,57,159,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Mesa,AZ,33.381293,-111.840736,2,4,34,TRUE,none,,casual,2,FALSE,,,FALSE,,
1,Phoenix,AZ,33.699034,-112.1068993,4.5,20,31,TRUE,none,quiet,casual,1,TRUE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.1086096,-115.2791061,2,16,39,TRUE,none,quiet,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Gilbert,AZ,33.3066666,-111.7746836,4.5,19,22,FALSE,beer_and_wine,,casual,1,FALSE,FALSE,,TRUE,TRUE,
0,Tempe,AZ,33.4228487,-111.940543,4.5,31,163,TRUE,none,,,1,,TRUE,,,,
0,Phoenix,AZ,33.656005,-112.09836,3.5,3,34,FALSE,none,,,1,,,,FALSE,,
1,Las Vegas,NV,36.17141211,-115.2455693,4,18,26,FALSE,none,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Waterloo,ON,43.4646469,-80.5246119,3.5,26,35,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
0,Tempe,AZ,33.4218001,-111.8938501,2.5,8,24,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Las Vegas,NV,36.124624,-115.2979138,4,15,58,FALSE,none,average,,2,,,yes,FALSE,,
1,Pittsburgh,PA,40.440234,-79.9563781,3.5,18,24,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,
1,Chandler,AZ,33.31819,-111.969203,3.5,11,39,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,,TRUE,,
0,Montral,QC,45.48277,-73.5754852,4.5,19,19,TRUE,full_bar,average,casual,3,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.1266465,-115.225189,3.5,18,25,FALSE,beer_and_wine,quiet,casual,2,,,,FALSE,,
1,Pittsburgh,PA,40.491205,-80.047502,4,15,14,TRUE,none,quiet,casual,2,FALSE,TRUE,,TRUE,,
1,Charlotte,NC,35.11677056,-80.85770356,4.5,10,51,TRUE,full_bar,average,casual,2,TRUE,TRUE,outdoor,TRUE,TRUE,
1,Phoenix,AZ,33.417869,-111.9959441,3.5,9,21,FALSE,full_bar,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Montreal,QC,45.475042,-73.6233145,4,4,13,TRUE,none,,,3,,,,,,
1,Charlotte,NC,35.0879649,-80.858344,4,12,69,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Phoenix,AZ,33.5102068,-112.0272041,4.5,8,3,FALSE,none,,,1,,,,,,
0,Phoenix,AZ,33.598922,-112.006669,4,31,112,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.1654851,-115.2061277,4,5,13,TRUE,full_bar,average,,1,,,,FALSE,,
1,Edinburgh,EDH,55.95634193,-3.186453581,4.5,4,25,TRUE,none,,,2,TRUE,,,,,
1,Las Vegas,NV,36.158547,-115.079179,3,5,30,TRUE,none,average,casual,2,FALSE,,,FALSE,,
1,Charlotte,NC,35.143764,-80.93149,3,16,77,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Montreal,QC,45.514531,-73.5738995,4,13,17,TRUE,full_bar,loud,,2,,TRUE,,FALSE,,
1,Edinburgh,EDH,55.94724272,-3.190800939,3,39,19,TRUE,full_bar,very_loud,,2,,FALSE,outdoor,FALSE,,
1,Peoria,AZ,33.7129792,-112.2761916,3,28,178,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Edinburgh,EDH,55.9771057,-3.1736012,4,3,5,TRUE,none,,,,,,,,,
1,Phoenix,AZ,33.5097078,-112.1178613,3,6,3,TRUE,none,average,casual,2,,,,FALSE,,
1,Scottsdale,AZ,33.5383016,-111.9170425,3,32,196,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,33.4767917,-112.2211727,3.5,8,23,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Maricopa,AZ,33.05787,-112.04815,2.5,15,47,TRUE,none,very_loud,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.1374016,-115.1615956,2.5,37,48,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,FALSE,,
0,Edinburgh,EDH,55.9513381,-3.2160112,3.5,6,5,TRUE,full_bar,quiet,dressy,3,FALSE,TRUE,,,TRUE,
1,Charlotte,NC,35.232829,-80.848563,3,20,61,TRUE,full_bar,loud,,1,,,outdoor,TRUE,,
1,Las Vegas,NV,36.13315345,-115.1636666,3.5,11,37,TRUE,none,average,casual,1,FALSE,,,FALSE,,
1,Las Vegas,NV,36.10420481,-115.1780638,2.5,132,170,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,TRUE
1,Madison,WI,43.107431,-89.3636588,4,93,167,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Las Vegas,NV,36.1138571,-115.1370379,3,14,11,FALSE,none,,,1,,,,,,
1,Edinburgh,EDH,55.949436,-3.211985,4,16,24,TRUE,full_bar,,,2,,TRUE,,FALSE,FALSE,
0,Glendale,AZ,33.5375425,-112.2308822,3.5,4,8,FALSE,none,loud,,,,,no,FALSE,,
1,Pittsburgh,PA,40.4712221,-79.9598367,4,14,25,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.2900356,-115.2876391,3,14,39,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Wickenburg,AZ,33.963919,-112.752739,4,30,63,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,,TRUE
1,Chandler,AZ,33.2463379,-111.8424831,3,5,16,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,,
0,Avondale,AZ,33.4647002,-112.2799771,3.5,5,23,FALSE,none,average,casual,,,,,,,
1,Phoenix,AZ,33.67622337,-111.9749509,2.5,87,186,FALSE,full_bar,average,,2,,,outdoor,TRUE,,
1,Phoenix,AZ,33.538927,-112.048079,3.5,11,86,TRUE,none,average,casual,1,FALSE,,,FALSE,TRUE,
1,Pittsburgh,PA,40.420335,-80.030114,3,11,5,FALSE,beer_and_wine,quiet,casual,1,,TRUE,,FALSE,,TRUE
0,Sun Lakes,AZ,33.227233,-111.873128,3.5,3,6,TRUE,full_bar,average,casual,3,FALSE,TRUE,,TRUE,FALSE,
1,Scottsdale,AZ,33.6251792,-111.9404813,3.5,5,64,TRUE,none,,casual,1,FALSE,FALSE,,TRUE,,
1,Phoenix,AZ,33.327009,-111.99823,4,33,46,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
0,Henderson (Green  Valley),NV,36.004197,-115.084551,4,31,182,TRUE,none,,,2,,TRUE,,,,
1,Montreal,QC,45.5079955,-73.5595129,3,28,37,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Glendale,AZ,33.6126154,-112.1847524,4.5,37,149,TRUE,none,,,1,,,,,,
0,Dollard-des-Ormeaux,QC,45.484128,-73.8059401,5,3,6,TRUE,none,,,,,,,,,
0,Henderson,NV,36.012161,-114.964644,3.5,8,17,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.1465661,-80.9268471,4,18,75,TRUE,none,loud,casual,1,TRUE,FALSE,,TRUE,TRUE,
0,Queen Creek,AZ,33.2181514,-111.5658212,3.5,17,188,TRUE,none,,,2,,TRUE,,,,
1,Mesa,AZ,33.4244422,-111.8050028,3.5,3,37,TRUE,none,,casual,1,FALSE,,,,,
1,Las Vegas,NV,36.105699,-115.193908,4.5,6,20,FALSE,full_bar,loud,,2,,,outdoor,FALSE,,
1,Scottsdale,AZ,33.577653,-111.927532,4,65,92,FALSE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
0,Montral,QC,45.5214594,-73.5774027,4,7,3,TRUE,none,,,,,,,TRUE,,
1,Peoria,AZ,33.582783,-112.2042446,3,5,3,TRUE,none,,,,TRUE,,,,FALSE,
1,Chandler,AZ,33.2641681,-111.8589998,2,18,27,FALSE,none,,casual,1,TRUE,,,FALSE,,
1,Phoenix,AZ,33.6115391,-112.1007962,3.5,15,9,TRUE,none,quiet,casual,1,TRUE,FALSE,,FALSE,,
0,Apache Junction,AZ,33.4167487,-111.5507474,5,9,15,TRUE,none,,,2,,,,,,
1,Concord,NC,35.373437,-80.725888,1.5,5,10,FALSE,none,,casual,1,FALSE,FALSE,,FALSE,,
0,Queen Creek,AZ,33.1765313,-111.5846287,2,14,173,TRUE,none,,,2,,,,,,
1,Chandler,AZ,33.2664769,-111.9918702,4.5,136,108,TRUE,full_bar,quiet,dressy,4,FALSE,TRUE,,TRUE,FALSE,FALSE
1,Belmont,NC,35.2524,-81.045269,3,6,20,TRUE,none,,casual,1,FALSE,FALSE,,FALSE,,
1,Edinburgh,EDH,55.949801,-3.191274,4,29,33,TRUE,full_bar,quiet,casual,3,FALSE,FALSE,outdoor,TRUE,FALSE,
1,Glendale,AZ,33.682125,-112.205263,2.5,5,58,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Karlsruhe,BW,49.0115582,8.3950411,4.5,34,4,TRUE,beer_and_wine,loud,casual,2,,TRUE,outdoor,FALSE,,
1,Edinburgh,EDH,55.96168854,-3.179716601,4,20,24,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,,
0,Madison,WI,43.052247,-89.394601,4.5,24,76,TRUE,none,,,1,,,,TRUE,,
0,Las Vegas,NV,36.1515453,-115.1511544,4,4,8,TRUE,none,,,1,,,,,,
1,Tempe,AZ,33.3613367,-111.9103993,3.5,21,117,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,,
1,Las Vegas,NV,36.107194,-115.1521048,3.5,83,65,FALSE,full_bar,,casual,2,FALSE,,,FALSE,,TRUE
1,Pittsburgh,PA,40.402098,-80.041467,4.5,5,8,TRUE,full_bar,quiet,casual,2,TRUE,TRUE,,TRUE,,
1,Charlotte,NC,35.204512,-80.824118,3.5,80,163,TRUE,beer_and_wine,quiet,casual,2,TRUE,TRUE,,TRUE,TRUE,
1,Surprise,AZ,33.6089132,-112.3590953,3,8,12,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,,
1,Montreal,QC,45.50361,-73.571405,2.5,3,3,TRUE,none,loud,casual,2,FALSE,,,FALSE,,
0,North Las Vegas,NV,36.2614384,-115.2042283,3.5,9,68,TRUE,none,,casual,1,FALSE,,,FALSE,FALSE,
1,Edinburgh,EDH,55.97994536,-3.188438416,3,10,11,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Queen Creek,AZ,33.219913,-111.563909,4,17,27,TRUE,none,,,2,,,,,,
1,Gilbert,AZ,33.308204,-111.689465,2.5,15,48,FALSE,none,average,casual,2,TRUE,,,TRUE,TRUE,
1,Montral,QC,45.5154614,-73.5644649,3,9,6,TRUE,beer_and_wine,loud,,2,FALSE,,,FALSE,,
1,Karlsruhe,BW,49.00563914,8.381736026,5,42,11,TRUE,none,average,casual,2,FALSE,TRUE,outdoor,TRUE,,TRUE
0,Gilbert,AZ,33.3664957,-111.841256,2,10,11,FALSE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Edinburgh,EDH,55.9495467,-3.2095139,3,3,30,TRUE,none,,,2,,,,,,
1,Mesa,AZ,33.3913275,-111.6851429,4,14,140,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Fort Mill,SC,35.095597,-80.936151,2.5,3,79,TRUE,none,,,2,,,,,,
0,Charlotte,NC,35.203452,-80.824419,4,9,39,TRUE,none,,,1,,,,,,
1,Phoenix,AZ,33.5997853,-111.9869486,3.5,12,51,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Scottsdale,AZ,33.54054706,-111.8698966,3.5,12,25,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Peoria,AZ,33.637636,-112.230684,1,3,30,TRUE,beer_and_wine,loud,casual,2,FALSE,TRUE,,FALSE,,
0,Charlotte,NC,35.343472,-80.769561,3.5,7,29,TRUE,none,,,3,,,,,,
1,Chandler,AZ,33.2748213,-111.8602154,3.5,15,20,FALSE,full_bar,average,casual,2,FALSE,TRUE,,,,
1,Mesa,AZ,33.3765345,-111.8778341,4.5,53,101,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Matthews,NC,35.1357209,-80.712684,3.5,10,10,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,TRUE
1,Mesa,AZ,33.4150154,-111.8058402,3,8,5,TRUE,none,very_loud,casual,1,FALSE,FALSE,,FALSE,,
1,Montreal,QC,45.5798451,-73.5450357,3,3,8,TRUE,beer_and_wine,average,casual,2,,TRUE,,FALSE,,
0,Phoenix,AZ,33.611423,-112.0996272,5,40,69,TRUE,none,,,1,,,,,TRUE,
0,Las Vegas,NV,36.01979,-115.15036,3,15,14,FALSE,none,quiet,casual,1,FALSE,TRUE,,,,
1,Mesa,AZ,33.41594,-111.738214,3.5,69,120,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,
0,Glendale,AZ,33.5316532,-112.261149,3.5,7,28,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.196502,-115.248735,3.5,23,147,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.555296,-112.09925,4,17,22,FALSE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
0,Phoenix,AZ,33.5237486,-112.0491903,3.5,47,44,FALSE,none,,,2,,,,,,
1,Edinburgh,EDH,55.9571682,-3.1885822,4,13,3,FALSE,none,,casual,3,,,,,,
1,Scottsdale,AZ,33.57837,-111.88661,3.5,9,57,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Phoenix,AZ,33.378474,-112.0286921,3,9,43,TRUE,none,,casual,1,FALSE,,,FALSE,,
0,Pittsburgh,PA,40.4051093,-79.99071,3.5,4,11,TRUE,none,,,2,,,,,,
0,Phoenix,AZ,33.58336173,-111.9777605,4,5,142,TRUE,none,,,2,,,,,,
1,Montral,QC,45.5233348,-73.6050765,3.5,9,21,TRUE,none,average,casual,2,,TRUE,,TRUE,,
1,Montral,QC,45.4870824,-73.63718596,3.5,26,19,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.390792,-112.012504,4,88,188,TRUE,none,quiet,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Mesa,AZ,33.41644,-111.834415,4.5,11,22,FALSE,none,,,2,,,,TRUE,,
1,Glendale,AZ,33.5385066,-112.1767247,2.5,3,32,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.00232,-115.20777,2.5,7,111,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Montral,QC,45.5432373,-73.606204,4,5,4,TRUE,none,quiet,casual,2,FALSE,,,FALSE,,
1,Las Vegas,NV,36.16378927,-115.1579022,2,3,9,TRUE,none,,casual,1,FALSE,,,FALSE,,
0,Pittsburgh,PA,40.4379282,-79.9213874,4,27,88,TRUE,none,,,1,,,,TRUE,,
1,Las Vegas,NV,36.089494,-115.138026,3,37,25,FALSE,full_bar,quiet,dressy,3,FALSE,FALSE,,FALSE,FALSE,FALSE
1,Tega Cay,SC,35.024312,-81.0278546,4,16,75,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Tempe,AZ,33.383123,-111.964485,2.5,6,13,TRUE,none,,,1,,,,,,
1,Apache Junction,AZ,33.456993,-111.492045,3.5,10,39,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Glendale,AZ,33.6537272,-112.186256,3.5,39,62,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.012764,-115.136056,3,13,167,TRUE,none,,casual,2,FALSE,,,TRUE,,
0,Madison,WI,43.072631,-89.384011,4,132,142,TRUE,full_bar,average,casual,3,FALSE,FALSE,,TRUE,FALSE,
1,Montral,QC,45.5005243,-73.5582337,4,27,25,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,FALSE,,
1,Pittsburgh,PA,40.4383037,-79.9984294,4,24,129,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
0,Montral,QC,45.4831247,-73.5749144,4.5,3,4,FALSE,none,quiet,casual,2,FALSE,TRUE,,FALSE,,
1,Las Vegas,NV,36.12609244,-115.2180491,4,10,57,TRUE,none,quiet,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.05401,-80.84698,3,67,148,TRUE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
1,Montral,QC,45.5242386,-73.5827167,3.5,19,10,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,,
1,Montral,QC,45.50375,-73.5706515,2.5,7,15,TRUE,beer_and_wine,average,formal,3,,,,TRUE,TRUE,
1,Belmont,NC,35.2543,-81.027813,4,29,160,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Phoenix,AZ,33.509839,-112.109379,3.5,13,64,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Pittsburgh,PA,40.4288123,-79.986743,4,28,129,TRUE,full_bar,loud,,1,,,yes,FALSE,,
0,Madison,WI,43.1025123,-89.3499824,4,24,19,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
0,Queen Creek,AZ,33.21833317,-111.5644455,4,38,58,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Henderson,NV,36.036174,-114.9941826,3.5,38,195,TRUE,none,loud,casual,1,TRUE,FALSE,,TRUE,TRUE,
1,Montral,QC,45.4888702,-73.5680898,3,34,41,TRUE,full_bar,loud,dressy,3,FALSE,FALSE,,TRUE,FALSE,
1,Dollard-des-Ormeaux,QC,45.4743687,-73.8361903,3,9,17,TRUE,full_bar,loud,casual,3,FALSE,FALSE,,TRUE,,
0,Phoenix,AZ,33.537393,-112.0464382,4.5,14,25,TRUE,none,quiet,casual,2,FALSE,TRUE,,FALSE,,
1,Charlotte,NC,35.190366,-80.922471,4.5,13,30,TRUE,none,average,casual,1,FALSE,,,FALSE,TRUE,
0,Glendale,AZ,33.527333,-112.152022,4.5,3,5,TRUE,none,,,1,,,,,,
1,Madison,WI,43.0374615,-89.4522307,4,31,37,TRUE,full_bar,average,,1,,,no,FALSE,,
1,Las Vegas,NV,36.1595573,-115.2451796,3.5,6,19,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Tempe,AZ,33.3852846,-111.964558,3.5,3,8,TRUE,none,,,2,,,,,,
0,Scottsdale,AZ,33.4942993,-111.9259041,2.5,12,87,FALSE,none,,,1,,TRUE,,,,
1,Las Vegas,NV,36.11696071,-115.1765013,3,93,133,TRUE,full_bar,average,casual,3,FALSE,TRUE,,FALSE,FALSE,FALSE
1,Las Vegas,NV,36.16041626,-115.3214437,3,34,133,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Las Vegas,NV,36.1593493,-115.2225113,4,18,14,TRUE,none,,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Henderson,NV,36.0056331,-115.1122893,3,9,16,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Glendale,AZ,33.6397913,-112.2245556,2,4,11,TRUE,none,,,,FALSE,,,,,
1,Mesa,AZ,33.3879395,-111.8570733,3.5,37,180,TRUE,full_bar,average,casual,2,FALSE,,,FALSE,,
1,Pierrefonds,QC,45.50839163,-73.82028766,4.5,26,22,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.64058304,-112.1002426,3,19,42,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.710985,-112.200326,4,34,27,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Scottsdale,AZ,33.5250892,-111.9253313,3.5,59,96,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Las Vegas,NV,36.199364,-115.241754,4.5,4,11,FALSE,none,,,2,,,,,,
0,Glendale,AZ,33.5343515,-112.2618192,3,7,38,FALSE,none,quiet,casual,1,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,33.4511267,-112.1568419,3.5,10,10,TRUE,none,quiet,casual,1,TRUE,TRUE,,FALSE,TRUE,
0,Pittsburgh,PA,40.4414046,-79.9567511,4,7,23,TRUE,none,,,1,,,,FALSE,,
1,Las Vegas,NV,36.09239916,-115.1756113,4,15,87,TRUE,full_bar,quiet,,2,,,yes,FALSE,,
0,Phoenix,AZ,33.627591,-111.9779105,4,6,35,TRUE,none,,,2,,,,,,
1,Pittsburgh,PA,40.4605159,-79.925241,4.5,28,37,FALSE,full_bar,average,,1,,,outdoor,FALSE,,
1,Phoenix,AZ,33.479605,-112.016481,4,74,132,TRUE,full_bar,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Tempe,AZ,33.392586,-111.907155,2.5,5,10,FALSE,none,,casual,1,FALSE,,,FALSE,,
